12.5822628588	1.21E+018	1.72866408E-05	3.40356588E-06
13.1137866435	1.21E+018	0.000013027	3.02309436E-06
14.9076289699	1.21E+018	1.47225936E-05	0.000002655
17.3033325926	1.21E+018	1.05043224E-05	2.23733796E-06
19.1669696528	1.21E+018	1.38127704E-05	2.53923384E-06
21.3057073958	1.21E+018	8.684676E-06	2.2125246E-06
24.9078871759	1.21E+018	0.000005583	1.24893912E-06
28.2146337153	1.21E+018	0.000004119	1.15382124E-06
30.3360366551	1.21E+018	4.342338E-06	1.09178784E-06
31.7652766667	1.21E+018	3.87088416E-06	9.9666996E-07
33.6840545602	1.21E+018	2.9362476E-06	7.5267192E-07
35.7029392824	1.21E+018	0.000004425	1.17449904E-06
41.3118463542	1.21E+018	1.60873284E-06	4.5077604E-07
47.1539685532	1.21E+018	1.2613458E-06	5.583006E-07
69.79534	1.21E+018	6.0792732E-07	1.16209236E-07
144.28432	1.21E+018	1.32751476E-07	3.22987236E-08
0.37	504000000000000	0.239	0.00221
0.39	504000000000000	0.229	0.00233
0.41	504000000000000	0.216	0.00199
0.43	504000000000000	0.201	0.00186
0.45	504000000000000	0.196	0.002
0.47	504000000000000	0.184	0.00188
0.49	504000000000000	0.18	0.00167
0.56	456000000000000	0.146	0.017
1.4	456000000000000	0.06	0.003
1.42	456000000000000	0.053	0.003
1.47	504000000000000	0.0623	0.000809
2.4	504000000000000	0.0372	0.00104
2.49	456000000000000	0.0334	0.0019
3.41	504000000000000	0.0278	0.000335
3.47	456000000000000	0.0233	0.0012
4.39	504000000000000	0.0213	0.000256
4.54	456000000000000	0.0182	0.0019
5.38	504000000000000	0.017	0.000316
5.52	456000000000000	0.0145	0.0018
6.39	504000000000000	0.0146	0.000272
7.18	456000000000000	0.0114	0.0006
7.38	504000000000000	0.0132	0.000245
8.37	504000000000000	0.0117	0.000437
9.37	504000000000000	0.0114	0.000212
10.13	456000000000000	0.0086	0.0004
10.36	504000000000000	0.0107	0.0003
11.35	504000000000000	0.00978	0.000182
12.35	504000000000000	0.00917	0.000257
13.36	504000000000000	0.00798	0.000224
14.41	504000000000000	0.00742	0.000208
15.14	456000000000000	0.0055	0.0003
15.36	504000000000000	0.006	0.000283
16.34	504000000000000	0.00553	0.00026
19.32	504000000000000	0.00439	0.000292
20.32	504000000000000	0.00351	0.000375
21.1	456000000000000	0.0032	0.0004
21.39	504000000000000	0.00427	0.000543
22.32	504000000000000	0.00355	0.000415
23.38	504000000000000	0.00345	0.000368
24.38	504000000000000	0.00327	0.000518
25.39	504000000000000	0.00342	0.000435
26.37	504000000000000	0.00293	0.000312
37.12	456000000000000	0.0009	0.0003
39.4	504000000000000	0.00108	0.000219
40.39	504000000000000	0.00155	0.000263
41.39	504000000000000	0.00119	0.00024
44.36	504000000000000	0.00119	0.00024
48.15	456000000000000	0.00074	0.00011
71.5	504000000000000	0.00035	0.00000914
140.23	504000000000000	0.000104	0.00000593
22.45	19200000000	0.159	0.038
22.45	24500000000	0.085	0.03
22.47	13500000000	0.134	0.022
22.47	16000000000	0.128	0.028
22.49	11000000000	0.132	0.03
31.34	22000000000	0.088	0.016
48.31	19200000000	0.081	0.033
48.31	24500000000	0.082	0.027
48.33	13500000000	0.078	0.016
48.33	16000000000	0.097	0.021
48.35	11000000000	0.095	0.023
58.28	22000000000	0.052	0.012
58.28	6100000000	0.075	0.01
210	6100000000	0.0162	0.0045
